match_id,winner,map,region,date_time
1076570983,1,Ranked Stone Keep,EU,3/27/2021 9:16:43 AM
1076571002,0,Ranked Warder's Gate,NA,3/27/2021 9:16:52 AM
1076571020,0,Ranked Ice Mines,Southeast Asia,3/27/2021 9:17:02 AM
1076571022,1,Ranked Jaguar Falls,EU,3/27/2021 9:17:04 AM
1076571048,1,Ranked Stone Keep,EU,3/27/2021 9:17:13 AM
1076571079,1,Ranked Ascension Peak,EU,3/27/2021 9:17:29 AM
1076571083,0,Ranked Warder's Gate,EU,3/27/2021 9:17:31 AM
1076571142,1,Ranked Warder's Gate,EU,3/27/2021 9:18:01 AM
1076571234,1,Ranked Ice Mines,Southeast Asia,3/27/2021 9:18:43 AM
1076571320,0,Ranked Timber Mill,Brazil,3/27/2021 9:19:29 AM
1076571321,1,Ranked Warder's Gate,EU,3/27/2021 9:19:30 AM
1076571342,1,Ranked Frog Isle,Southeast Asia,3/27/2021 9:19:39 AM
1076571418,0,Ranked Ascension Peak,EU,3/27/2021 9:20:13 AM
1076571470,1,Ranked Ascension Peak,EU,3/27/2021 9:20:36 AM
1076571497,1,Ranked Jaguar Falls,Brazil,3/27/2021 9:20:49 AM
1076571528,1,Ranked Warder's Gate,Latin America North,3/27/2021 9:21:05 AM
1076571536,0,Ranked Timber Mill,EU,3/27/2021 9:21:09 AM
1076571539,1,Ranked Timber Mill,EU,3/27/2021 9:21:10 AM
1076571653,1,Ranked Ascension Peak,EU,3/27/2021 9:22:05 AM
1076571667,1,Ranked Timber Mill,Brazil,3/27/2021 9:22:13 AM
1076571668,1,Ranked Ascension Peak,EU,3/27/2021 9:22:13 AM
1076571677,1,Ranked Timber Mill,EU,3/27/2021 9:22:19 AM
1076571687,1,Ranked Stone Keep,Southeast Asia,3/27/2021 9:22:23 AM
1076571724,0,Ranked Ice Mines,Latin America North,3/27/2021 9:22:41 AM
1076571882,1,Ranked Jaguar Falls,NA,3/27/2021 9:23:51 AM
1076571898,0,Ranked Ascension Peak,Southeast Asia,3/27/2021 9:23:57 AM
1076571899,1,Ranked Splitstone Quarry,NA,3/27/2021 9:23:57 AM
1076571906,0,Ranked Frog Isle,EU,3/27/2021 9:24:00 AM
1076571959,0,Ranked Stone Keep,Southeast Asia,3/27/2021 9:24:25 AM
1076571993,0,Ranked Stone Keep,EU,3/27/2021 9:24:41 AM
1076572011,0,Ranked Ice Mines,NA,3/27/2021 9:24:49 AM
1076572056,0,Ranked Frozen Guard,NA,3/27/2021 9:25:12 AM
1076572059,1,Ranked Frozen Guard,EU,3/27/2021 9:25:13 AM
1076572175,0,Ranked Frog Isle,NA,3/27/2021 9:26:07 AM
1076572240,0,Ranked Ascension Peak,EU,3/27/2021 9:26:31 AM
1076572243,1,Ranked Stone Keep,EU,3/27/2021 9:26:32 AM
1076572258,1,Ranked Frog Isle,Southeast Asia,3/27/2021 9:26:39 AM
1076572327,1,Ranked Splitstone Quarry,EU,3/27/2021 9:27:11 AM
1076572404,0,Ranked Timber Mill,Southeast Asia,3/27/2021 9:27:51 AM
1076572517,1,Ranked Frog Isle,NA,3/27/2021 9:28:44 AM
1076572604,1,Ranked Warder's Gate,EU,3/27/2021 9:29:29 AM
1076572630,1,Ranked Stone Keep,EU,3/27/2021 9:29:42 AM
1076572669,1,Ranked Jaguar Falls,Southeast Asia,3/27/2021 9:29:53 AM
1076572671,1,Ranked Frozen Guard,EU,3/27/2021 9:29:54 AM
1076572685,0,Ranked Ascension Peak,NA,3/27/2021 9:30:01 AM
1076572789,1,Ranked Frog Isle,EU,3/27/2021 9:30:45 AM
1076572832,1,Ranked Serpent Beach,EU,3/27/2021 9:31:08 AM
1076572835,0,Ranked Frog Isle,Southeast Asia,3/27/2021 9:31:10 AM
1076572890,0,Ranked Frozen Guard,Brazil,3/27/2021 9:31:39 AM
1076572905,1,Ranked Frozen Guard,EU,3/27/2021 9:31:47 AM
1076572908,0,Ranked Ice Mines,EU,3/27/2021 9:31:48 AM
1076572959,0,Ranked Splitstone Quarry,NA,3/27/2021 9:32:11 AM
1076572994,0,Ranked Serpent Beach,EU,3/27/2021 9:32:27 AM
1076573072,0,Ranked Splitstone Quarry,Southeast Asia,3/27/2021 9:32:58 AM
1076573132,0,Ranked Timber Mill,EU,3/27/2021 9:33:27 AM
1076573188,1,Ranked Timber Mill,EU,3/27/2021 9:33:52 AM
1076573189,1,Ranked Jaguar Falls,EU,3/27/2021 9:33:52 AM
1076585350,0,Ranked Timber Mill,NA,3/27/2021 11:00:03 AM
1076585412,0,Ranked Frozen Guard,EU,3/27/2021 11:00:29 AM
1076585413,0,Ranked Timber Mill,Southeast Asia,3/27/2021 11:00:29 AM
1076585542,0,Ranked Frog Isle,EU,3/27/2021 11:01:26 AM
1076585601,1,Ranked Serpent Beach,NA,3/27/2021 11:01:47 AM
1076585637,0,Ranked Ice Mines,EU,3/27/2021 11:01:58 AM
1076585680,0,Ranked Warder's Gate,EU,3/27/2021 11:02:13 AM
1076585736,0,Ranked Jaguar Falls,EU,3/27/2021 11:02:35 AM
1076585755,1,Ranked Stone Keep,EU,3/27/2021 11:02:41 AM
1076585770,1,Ranked Ice Mines,Southeast Asia,3/27/2021 11:02:47 AM
1076585787,1,Ranked Serpent Beach,EU,3/27/2021 11:02:53 AM
1076585788,0,Ranked Frozen Guard,EU,3/27/2021 11:02:53 AM
1076585812,1,Ranked Serpent Beach,EU,3/27/2021 11:03:05 AM
1076585903,0,Ranked Splitstone Quarry,EU,3/27/2021 11:03:39 AM
1076585926,0,Ranked Ascension Peak,EU,3/27/2021 11:03:50 AM
1076585949,1,Ranked Serpent Beach,EU,3/27/2021 11:04:01 AM
1076586051,0,Ranked Stone Keep,EU,3/27/2021 11:04:39 AM
1076586065,0,Ranked Warder's Gate,EU,3/27/2021 11:04:45 AM
1076586095,1,Ranked Timber Mill,EU,3/27/2021 11:04:56 AM
1076586187,0,Ranked Timber Mill,Southeast Asia,3/27/2021 11:05:31 AM
1076586199,0,Ranked Stone Keep,EU,3/27/2021 11:05:36 AM
1076586226,0,Ranked Timber Mill,EU,3/27/2021 11:05:45 AM
1076586244,1,Ranked Ascension Peak,NA,3/27/2021 11:05:53 AM
1076586293,1,Ranked Warder's Gate,EU,3/27/2021 11:06:11 AM
1076586298,1,Ranked Frog Isle,EU,3/27/2021 11:06:13 AM
1076586333,1,Ranked Stone Keep,EU,3/27/2021 11:06:29 AM
1076586342,0,Ranked Ascension Peak,EU,3/27/2021 11:06:33 AM
1076586364,0,Ranked Frog Isle,Southeast Asia,3/27/2021 11:06:39 AM
1076586368,1,Ranked Warder's Gate,EU,3/27/2021 11:06:40 AM
1076586378,1,Ranked Warder's Gate,EU,3/27/2021 11:06:43 AM
1076586411,1,Ranked Frozen Guard,EU,3/27/2021 11:06:57 AM
1076586417,0,Ranked Splitstone Quarry,EU,3/27/2021 11:07:00 AM
1076586461,0,Ranked Jaguar Falls,EU,3/27/2021 11:07:19 AM
1076586464,1,Ranked Warder's Gate,Brazil,3/27/2021 11:07:21 AM
1076586488,0,Ranked Jaguar Falls,EU,3/27/2021 11:07:28 AM
1076586494,1,Ranked Warder's Gate,EU,3/27/2021 11:07:30 AM
1076586505,0,Ranked Warder's Gate,EU,3/27/2021 11:07:35 AM
1076586559,1,Ranked Jaguar Falls,EU,3/27/2021 11:07:59 AM
1076586577,0,Ranked Splitstone Quarry,EU,3/27/2021 11:08:06 AM
1076586641,0,Ranked Timber Mill,EU,3/27/2021 11:08:29 AM
1076586674,0,Ranked Ice Mines,Brazil,3/27/2021 11:08:41 AM
1076586682,1,Ranked Splitstone Quarry,EU,3/27/2021 11:08:45 AM
1076586694,0,Ranked Warder's Gate,EU,3/27/2021 11:08:49 AM
1076586791,1,Ranked Ascension Peak,EU,3/27/2021 11:09:29 AM
1076586858,0,Ranked Jaguar Falls,EU,3/27/2021 11:09:56 AM
1076586865,1,Ranked Stone Keep,EU,3/27/2021 11:09:58 AM
1076586916,0,Ranked Jaguar Falls,EU,3/27/2021 11:10:17 AM
1076586928,0,Ranked Frog Isle,EU,3/27/2021 11:10:21 AM
1076587137,1,Ranked Frog Isle,Southeast Asia,3/27/2021 11:11:41 AM
1076587156,1,Ranked Frozen Guard,Southeast Asia,3/27/2021 11:11:49 AM
1076587233,1,Ranked Warder's Gate,NA,3/27/2021 11:12:22 AM
1076587314,1,Ranked Ice Mines,EU,3/27/2021 11:12:51 AM
1076587336,0,Ranked Stone Keep,Southeast Asia,3/27/2021 11:12:58 AM
1076587356,1,Ranked Serpent Beach,EU,3/27/2021 11:13:05 AM
1076587360,1,Ranked Stone Keep,EU,3/27/2021 11:13:06 AM
1076587362,1,Ranked Frozen Guard,NA,3/27/2021 11:13:07 AM
1076587381,0,Ranked Jaguar Falls,EU,3/27/2021 11:13:13 AM
1076587383,0,Ranked Timber Mill,EU,3/27/2021 11:13:13 AM
1076587400,0,Ranked Timber Mill,EU,3/27/2021 11:13:20 AM
1076587418,1,Ranked Ice Mines,Brazil,3/27/2021 11:13:27 AM
1076587421,0,Ranked Frog Isle,NA,3/27/2021 11:13:29 AM
1076587438,0,Ranked Splitstone Quarry,EU,3/27/2021 11:13:36 AM
1076587445,1,Ranked Jaguar Falls,Southeast Asia,3/27/2021 11:13:37 AM
1076587490,1,Ranked Serpent Beach,EU,3/27/2021 11:13:58 AM
1076587501,1,Ranked Warder's Gate,EU,3/27/2021 11:14:04 AM
1076587512,1,Ranked Frozen Guard,Southeast Asia,3/27/2021 11:14:07 AM
1076587518,0,Ranked Jaguar Falls,EU,3/27/2021 11:14:10 AM
1076587607,0,Ranked Frog Isle,EU,3/27/2021 11:14:43 AM
1076587633,1,Ranked Frog Isle,EU,3/27/2021 11:14:53 AM
1076587661,1,Ranked Frozen Guard,EU,3/27/2021 11:15:03 AM
1076587691,0,Ranked Splitstone Quarry,EU,3/27/2021 11:15:12 AM
1076587731,1,Ranked Frog Isle,Southeast Asia,3/27/2021 11:15:27 AM
1076587830,1,Ranked Timber Mill,EU,3/27/2021 11:16:00 AM
1076587900,0,Ranked Jaguar Falls,EU,3/27/2021 11:16:26 AM
1076587912,1,Ranked Warder's Gate,EU,3/27/2021 11:16:30 AM
1076587930,1,Ranked Ascension Peak,EU,3/27/2021 11:16:42 AM
1076587947,1,Ranked Ice Mines,EU,3/27/2021 11:16:47 AM
1076587963,1,Ranked Ascension Peak,EU,3/27/2021 11:16:52 AM
1076588051,0,Ranked Ice Mines,EU,3/27/2021 11:17:24 AM
1076588070,0,Ranked Jaguar Falls,Brazil,3/27/2021 11:17:30 AM
1076588180,1,Ranked Frog Isle,EU,3/27/2021 11:18:11 AM
1076588196,1,Ranked Serpent Beach,EU,3/27/2021 11:18:16 AM
1076588214,0,Ranked Ascension Peak,EU,3/27/2021 11:18:21 AM
1076588256,1,Ranked Splitstone Quarry,EU,3/27/2021 11:18:35 AM
1076588282,0,Ranked Splitstone Quarry,EU,3/27/2021 11:18:46 AM
1076588331,1,Ranked Warder's Gate,EU,3/27/2021 11:19:04 AM
1076588365,1,Ranked Ice Mines,EU,3/27/2021 11:19:17 AM
1076588391,0,Ranked Warder's Gate,Southeast Asia,3/27/2021 11:19:26 AM
1076588417,0,Ranked Stone Keep,EU,3/27/2021 11:19:34 AM
1076588487,0,Ranked Timber Mill,Southeast Asia,3/27/2021 11:19:59 AM
1076588519,1,Ranked Jaguar Falls,EU,3/27/2021 11:20:08 AM
1076588569,1,Ranked Frozen Guard,EU,3/27/2021 11:20:30 AM
1076588605,0,Ranked Jaguar Falls,EU,3/27/2021 11:20:41 AM
1076588617,1,Ranked Timber Mill,Southeast Asia,3/27/2021 11:20:45 AM
1076588651,1,Ranked Ascension Peak,EU,3/27/2021 11:21:01 AM
1076588705,0,Ranked Ice Mines,EU,3/27/2021 11:21:23 AM
1076588713,0,Ranked Stone Keep,NA,3/27/2021 11:21:29 AM
1076588736,1,Ranked Frog Isle,EU,3/27/2021 11:21:36 AM
1076588780,1,Ranked Timber Mill,EU,3/27/2021 11:21:57 AM
1076588816,0,Ranked Warder's Gate,EU,3/27/2021 11:22:13 AM
1081468750,0,Ranked Splitstone Quarry,EU,4/11/2021 12:00:00 PM
1081468789,1,Ranked Frozen Guard,EU,4/11/2021 12:00:11 PM
1081468819,0,Ranked Stone Keep,EU,4/11/2021 12:00:18 PM
1081468860,0,Ranked Serpent Beach,NA,4/11/2021 12:00:30 PM
1081468931,0,Ranked Frog Isle,Brazil,4/11/2021 12:00:47 PM
1081468948,0,Ranked Timber Mill,EU,4/11/2021 12:00:51 PM
1081468973,1,Ranked Frog Isle,EU,4/11/2021 12:01:00 PM
1081469165,0,Ranked Stone Keep,EU,4/11/2021 12:01:58 PM
1081469174,0,Ranked Ascension Peak,EU,4/11/2021 12:02:01 PM
1081469199,0,Ranked Ice Mines,EU,4/11/2021 12:02:11 PM
1081793741,0,Ranked Timber Mill,EU,4/12/2021 2:00:11 PM
1081793742,0,Ranked Serpent Beach,Southeast Asia,4/12/2021 2:00:12 PM
1081793786,1,Ranked Ice Mines,EU,4/12/2021 2:00:26 PM
1081793794,1,Ranked Frog Isle,EU,4/12/2021 2:00:28 PM
1081793812,1,Ranked Timber Mill,EU,4/12/2021 2:00:32 PM
1081793827,0,Ranked Frozen Guard,Brazil,4/12/2021 2:00:35 PM
1081793840,0,Ranked Ascension Peak,NA,4/12/2021 2:00:39 PM
1081793883,0,Ranked Stone Keep,EU,4/12/2021 2:00:51 PM
1081793917,0,Ranked Serpent Beach,EU,4/12/2021 2:01:02 PM
1081793918,1,Ranked Frozen Guard,EU,4/12/2021 2:01:02 PM
1081793951,0,Ranked Jaguar Falls,EU,4/12/2021 2:01:12 PM
1081793957,0,Ranked Jaguar Falls,EU,4/12/2021 2:01:13 PM
1081794019,0,Ranked Jaguar Falls,EU,4/12/2021 2:01:30 PM
1081794034,0,Ranked Frog Isle,EU,4/12/2021 2:01:34 PM
1081794041,0,Ranked Ice Mines,EU,4/12/2021 2:01:36 PM
1081794092,1,Ranked Frozen Guard,EU,4/12/2021 2:01:50 PM
1081794146,1,Ranked Jaguar Falls,EU,4/12/2021 2:02:06 PM
1081794174,0,Ranked Ascension Peak,EU,4/12/2021 2:02:13 PM
1081794184,1,Ranked Stone Keep,EU,4/12/2021 2:02:16 PM
1081794185,1,Ranked Warder's Gate,EU,4/12/2021 2:02:16 PM
1081794261,0,Ranked Serpent Beach,Brazil,4/12/2021 2:02:40 PM
1081794263,0,Ranked Serpent Beach,EU,4/12/2021 2:02:40 PM
1081794329,1,Ranked Ascension Peak,NA,4/12/2021 2:03:00 PM
1081794334,1,Ranked Jaguar Falls,EU,4/12/2021 2:03:01 PM
1081794338,0,Ranked Ice Mines,Brazil,4/12/2021 2:03:03 PM
1081794348,1,Ranked Timber Mill,EU,4/12/2021 2:03:06 PM
1081794366,1,Ranked Frog Isle,EU,4/12/2021 2:03:11 PM
1081794449,0,Ranked Ice Mines,EU,4/12/2021 2:03:31 PM
1081794478,1,Ranked Warder's Gate,EU,4/12/2021 2:03:41 PM
1081794479,0,Ranked Serpent Beach,Southeast Asia,4/12/2021 2:03:42 PM
1081794522,0,Ranked Warder's Gate,EU,4/12/2021 2:03:56 PM
1081794529,1,Ranked Splitstone Quarry,Brazil,4/12/2021 2:03:57 PM
1081794553,0,Ranked Serpent Beach,EU,4/12/2021 2:04:04 PM
1081794593,1,Ranked Warder's Gate,EU,4/12/2021 2:04:18 PM
1081794600,1,Ranked Splitstone Quarry,NA,4/12/2021 2:04:22 PM
1081794615,1,Ranked Warder's Gate,Southeast Asia,4/12/2021 2:04:26 PM
1081794633,0,Ranked Ascension Peak,EU,4/12/2021 2:04:31 PM
1081794635,1,Ranked Frog Isle,EU,4/12/2021 2:04:32 PM
1081794689,0,Ranked Splitstone Quarry,EU,4/12/2021 2:04:47 PM
1081794699,1,Ranked Serpent Beach,EU,4/12/2021 2:04:50 PM
1081794741,1,Ranked Jaguar Falls,EU,4/12/2021 2:05:03 PM
1081794752,1,Ranked Timber Mill,Southeast Asia,4/12/2021 2:05:07 PM
1081794800,0,Ranked Frog Isle,EU,4/12/2021 2:05:22 PM
1081794907,0,Ranked Ice Mines,EU,4/12/2021 2:05:50 PM
1081794914,0,Ranked Frozen Guard,Brazil,4/12/2021 2:05:54 PM
1081794980,0,Ranked Ice Mines,EU,4/12/2021 2:06:13 PM
1081795046,1,Ranked Serpent Beach,EU,4/12/2021 2:06:34 PM
1081795050,0,Ranked Timber Mill,Latin America North,4/12/2021 2:06:36 PM
1081795091,1,Ranked Ice Mines,EU,4/12/2021 2:06:50 PM
1081795095,0,Ranked Serpent Beach,EU,4/12/2021 2:06:50 PM
1081795128,0,Ranked Warder's Gate,Brazil,4/12/2021 2:07:00 PM
1081795181,0,Ranked Ascension Peak,EU,4/12/2021 2:07:19 PM
1081795227,1,Ranked Splitstone Quarry,Southeast Asia,4/12/2021 2:07:30 PM
1081795279,1,Ranked Ascension Peak,EU,4/12/2021 2:07:44 PM
1081795302,0,Ranked Warder's Gate,NA,4/12/2021 2:07:51 PM
1081795320,1,Ranked Splitstone Quarry,EU,4/12/2021 2:07:56 PM
1081795321,1,Ranked Timber Mill,EU,4/12/2021 2:07:56 PM
1081795339,1,Ranked Warder's Gate,EU,4/12/2021 2:08:02 PM
1081795361,1,Ranked Warder's Gate,EU,4/12/2021 2:08:08 PM
1081795369,1,Ranked Splitstone Quarry,EU,4/12/2021 2:08:10 PM
1081795376,1,Ranked Timber Mill,EU,4/12/2021 2:08:13 PM
1081795466,0,Ranked Serpent Beach,EU,4/12/2021 2:08:38 PM
1081795528,0,Ranked Ascension Peak,NA,4/12/2021 2:08:54 PM
1081795531,1,Ranked Ice Mines,EU,4/12/2021 2:08:56 PM
1081795539,1,Ranked Frozen Guard,EU,4/12/2021 2:08:59 PM
1081795624,1,Ranked Frog Isle,Southeast Asia,4/12/2021 2:09:26 PM
1081795642,0,Ranked Frog Isle,EU,4/12/2021 2:09:30 PM
1081795707,0,Ranked Ice Mines,EU,4/12/2021 2:09:48 PM
1081795753,0,Ranked Frozen Guard,EU,4/12/2021 2:10:05 PM
1081795785,1,Ranked Frozen Guard,Brazil,4/12/2021 2:10:13 PM
1081795817,1,Ranked Stone Keep,EU,4/12/2021 2:10:24 PM
1081795831,0,Ranked Serpent Beach,Southeast Asia,4/12/2021 2:10:28 PM
1081795882,1,Ranked Stone Keep,EU,4/12/2021 2:10:41 PM
1081795901,1,Ranked Stone Keep,EU,4/12/2021 2:10:46 PM
1081795908,1,Ranked Warder's Gate,EU,4/12/2021 2:10:49 PM
1081795913,1,Ranked Warder's Gate,EU,4/12/2021 2:10:50 PM
1081796030,0,Ranked Warder's Gate,EU,4/12/2021 2:11:23 PM
1081796035,1,Ranked Jaguar Falls,Brazil,4/12/2021 2:11:24 PM
1081796057,1,Ranked Ascension Peak,EU,4/12/2021 2:11:34 PM
1081796062,1,Ranked Frozen Guard,NA,4/12/2021 2:11:36 PM
1081796082,0,Ranked Frozen Guard,Southeast Asia,4/12/2021 2:11:42 PM
1081796089,1,Ranked Ascension Peak,EU,4/12/2021 2:11:44 PM
1081796117,1,Ranked Jaguar Falls,EU,4/12/2021 2:11:49 PM
1081796138,0,Ranked Stone Keep,EU,4/12/2021 2:11:56 PM
1081796208,0,Ranked Frozen Guard,EU,4/12/2021 2:12:14 PM
1081796209,0,Ranked Stone Keep,EU,4/12/2021 2:12:14 PM
1081796236,1,Ranked Jaguar Falls,Brazil,4/12/2021 2:12:22 PM
1081796277,0,Ranked Frog Isle,EU,4/12/2021 2:12:34 PM
1081796313,1,Ranked Ice Mines,EU,4/12/2021 2:12:44 PM
1081796337,0,Ranked Serpent Beach,Brazil,4/12/2021 2:12:50 PM
1081796395,1,Ranked Frozen Guard,Southeast Asia,4/12/2021 2:13:04 PM
1081796401,0,Ranked Warder's Gate,EU,4/12/2021 2:13:05 PM
1081796420,0,Ranked Serpent Beach,EU,4/12/2021 2:13:12 PM
1081796430,0,Ranked Timber Mill,Brazil,4/12/2021 2:13:15 PM
1081796454,0,Ranked Warder's Gate,EU,4/12/2021 2:13:20 PM
1081796482,1,Ranked Stone Keep,EU,4/12/2021 2:13:28 PM
1081796499,0,Ranked Serpent Beach,EU,4/12/2021 2:13:31 PM
1081796538,1,Ranked Stone Keep,EU,4/12/2021 2:13:40 PM
1081796581,1,Ranked Serpent Beach,EU,4/12/2021 2:13:54 PM
1081796612,1,Ranked Splitstone Quarry,EU,4/12/2021 2:14:04 PM
1081796649,1,Ranked Stone Keep,NA,4/12/2021 2:14:16 PM
1081796657,0,Ranked Timber Mill,EU,4/12/2021 2:14:19 PM
1081796669,0,Ranked Frozen Guard,EU,4/12/2021 2:14:24 PM
1081796675,1,Ranked Splitstone Quarry,EU,4/12/2021 2:14:27 PM
1081796720,1,Ranked Stone Keep,Southeast Asia,4/12/2021 2:14:38 PM
1081796793,0,Ranked Frog Isle,EU,4/12/2021 2:15:00 PM
1081796806,1,Ranked Stone Keep,EU,4/12/2021 2:15:04 PM
1081796873,0,Ranked Warder's Gate,Brazil,4/12/2021 2:15:25 PM
1081796881,0,Ranked Stone Keep,EU,4/12/2021 2:15:27 PM
1081796888,0,Ranked Serpent Beach,EU,4/12/2021 2:15:28 PM
1081796968,0,Ranked Jaguar Falls,EU,4/12/2021 2:15:53 PM
1081796999,1,Ranked Warder's Gate,EU,4/12/2021 2:16:01 PM
1081797023,1,Ranked Serpent Beach,NA,4/12/2021 2:16:09 PM
1081797027,1,Ranked Ascension Peak,Southeast Asia,4/12/2021 2:16:10 PM
1081797031,1,Ranked Jaguar Falls,EU,4/12/2021 2:16:10 PM
1081797062,1,Ranked Stone Keep,EU,4/12/2021 2:16:20 PM
1081797071,0,Ranked Stone Keep,EU,4/12/2021 2:16:22 PM
1081797080,1,Ranked Jaguar Falls,EU,4/12/2021 2:16:24 PM
1081797124,0,Ranked Stone Keep,EU,4/12/2021 2:16:36 PM
1081797130,1,Ranked Serpent Beach,EU,4/12/2021 2:16:37 PM
1081797266,0,Ranked Frog Isle,NA,4/12/2021 2:17:13 PM
1081797404,0,Ranked Frog Isle,EU,4/12/2021 2:17:51 PM
1081797460,0,Ranked Ice Mines,EU,4/12/2021 2:18:06 PM
1081797483,1,Ranked Splitstone Quarry,NA,4/12/2021 2:18:13 PM
1081797502,1,Ranked Jaguar Falls,Southeast Asia,4/12/2021 2:18:20 PM
1081797514,0,Ranked Ascension Peak,Brazil,4/12/2021 2:18:22 PM
1081797521,0,Ranked Splitstone Quarry,Southeast Asia,4/12/2021 2:18:24 PM
1081797525,1,Ranked Stone Keep,EU,4/12/2021 2:18:24 PM
1081797563,1,Ranked Frozen Guard,Brazil,4/12/2021 2:18:36 PM
1081797642,1,Ranked Ice Mines,NA,4/12/2021 2:19:00 PM
1081797645,0,Ranked Stone Keep,EU,4/12/2021 2:19:00 PM
1081797664,0,Ranked Frozen Guard,EU,4/12/2021 2:19:06 PM
1081797688,0,Ranked Timber Mill,EU,4/12/2021 2:19:11 PM
1081797754,0,Ranked Jaguar Falls,Brazil,4/12/2021 2:19:28 PM
1081797755,0,Ranked Frozen Guard,EU,4/12/2021 2:19:28 PM
1081797797,0,Ranked Frozen Guard,EU,4/12/2021 2:19:44 PM
1081797801,1,Ranked Stone Keep,Southeast Asia,4/12/2021 2:19:46 PM
1081797850,0,Ranked Serpent Beach,EU,4/12/2021 2:19:58 PM
1081797897,1,Ranked Stone Keep,EU,4/12/2021 2:20:12 PM
1081797907,1,Ranked Splitstone Quarry,EU,4/12/2021 2:20:15 PM
1081797908,1,Ranked Frog Isle,EU,4/12/2021 2:20:15 PM
1081797925,1,Ranked Warder's Gate,NA,4/12/2021 2:20:20 PM
1081797931,0,Ranked Ascension Peak,EU,4/12/2021 2:20:21 PM
1081797998,0,Ranked Frozen Guard,EU,4/12/2021 2:20:40 PM
1081798020,0,Ranked Ice Mines,Southeast Asia,4/12/2021 2:20:44 PM
1081798037,1,Ranked Frog Isle,EU,4/12/2021 2:20:50 PM
1081798042,0,Ranked Warder's Gate,EU,4/12/2021 2:20:51 PM
1081798079,0,Ranked Jaguar Falls,Brazil,4/12/2021 2:20:58 PM
1081798106,0,Ranked Ice Mines,EU,4/12/2021 2:21:06 PM
1081798135,1,Ranked Serpent Beach,EU,4/12/2021 2:21:15 PM
1081798167,1,Ranked Jaguar Falls,EU,4/12/2021 2:21:22 PM
1081798173,1,Ranked Ascension Peak,EU,4/12/2021 2:21:25 PM
1081798220,0,Ranked Serpent Beach,EU,4/12/2021 2:21:36 PM
1081798229,1,Ranked Jaguar Falls,EU,4/12/2021 2:21:41 PM
1081798275,1,Ranked Splitstone Quarry,Southeast Asia,4/12/2021 2:21:53 PM
1081798312,0,Ranked Stone Keep,EU,4/12/2021 2:22:06 PM
1081798322,1,Ranked Splitstone Quarry,Southeast Asia,4/12/2021 2:22:07 PM
1081798390,1,Ranked Jaguar Falls,EU,4/12/2021 2:22:21 PM
1081798416,0,Ranked Splitstone Quarry,EU,4/12/2021 2:22:30 PM
1081798453,1,Ranked Stone Keep,EU,4/12/2021 2:22:40 PM
1081798543,1,Ranked Frog Isle,EU,4/12/2021 2:23:04 PM
1081798567,1,Ranked Frozen Guard,Brazil,4/12/2021 2:23:12 PM
1081798578,1,Ranked Warder's Gate,EU,4/12/2021 2:23:14 PM
1081798601,0,Ranked Ice Mines,EU,4/12/2021 2:23:19 PM
1081798611,1,Ranked Stone Keep,EU,4/12/2021 2:23:21 PM
1081798659,1,Ranked Ice Mines,EU,4/12/2021 2:23:36 PM
1081798679,1,Ranked Ice Mines,Brazil,4/12/2021 2:23:40 PM
1081798685,1,Ranked Frozen Guard,EU,4/12/2021 2:23:42 PM
1081798724,0,Ranked Splitstone Quarry,EU,4/12/2021 2:23:53 PM
1081798732,0,Ranked Ice Mines,NA,4/12/2021 2:23:56 PM
1081798736,1,Ranked Jaguar Falls,EU,4/12/2021 2:23:58 PM
1081798790,0,Ranked Splitstone Quarry,EU,4/12/2021 2:24:15 PM
1081798811,1,Ranked Stone Keep,EU,4/12/2021 2:24:19 PM
1081798872,1,Ranked Ascension Peak,Brazil,4/12/2021 2:24:34 PM
1081798886,1,Ranked Frog Isle,EU,4/12/2021 2:24:38 PM
1081798920,1,Ranked Frozen Guard,EU,4/12/2021 2:24:49 PM
1081798923,0,Ranked Serpent Beach,Brazil,4/12/2021 2:24:50 PM
1081798952,0,Ranked Splitstone Quarry,EU,4/12/2021 2:24:58 PM
1081798964,0,Ranked Frog Isle,EU,4/12/2021 2:25:00 PM
1081798981,0,Ranked Splitstone Quarry,Brazil,4/12/2021 2:25:04 PM
1081798992,0,Ranked Warder's Gate,EU,4/12/2021 2:25:08 PM
1081799025,0,Ranked Ascension Peak,EU,4/12/2021 2:25:18 PM
1081799076,1,Ranked Timber Mill,EU,4/12/2021 2:25:31 PM
1081799105,0,Ranked Jaguar Falls,EU,4/12/2021 2:25:40 PM
1081799129,0,Ranked Frog Isle,EU,4/12/2021 2:25:46 PM
1081799138,1,Ranked Warder's Gate,EU,4/12/2021 2:25:49 PM
1081799171,0,Ranked Ascension Peak,EU,4/12/2021 2:25:58 PM
1081799224,0,Ranked Timber Mill,EU,4/12/2021 2:26:14 PM
1081799305,1,Ranked Ascension Peak,EU,4/12/2021 2:26:40 PM
1081799359,1,Ranked Jaguar Falls,Southeast Asia,4/12/2021 2:26:54 PM
1081799380,1,Ranked Stone Keep,EU,4/12/2021 2:27:00 PM
1081799436,0,Ranked Stone Keep,EU,4/12/2021 2:27:14 PM
1081799479,0,Ranked Frog Isle,EU,4/12/2021 2:27:25 PM
1081799544,0,Ranked Ascension Peak,Southeast Asia,4/12/2021 2:27:47 PM
