match_id,a_lvl1,a_lvl2,a_lvl3,a_lvl4,a_lvl5,tier1,tier2,tier3,tier4,tier5,wins1,wins2,wins3,wins4,wins5,losses1,losses2,losses3,losses4,losses5,champ1,champ2,champ3,champ4,champ5,assists1,assists2,assists3,assists4,assists5,deaths1,deaths2,deaths3,deaths4,deaths5,kills1,kills2,kills3,kills4,kills5,c_losses1,c_losses2,c_losses3,c_losses4,c_losses5,c_matches1,c_matches2,c_matches3,c_matches4,c_matches5,c_wins1,c_wins2,c_wins3,c_wins4,c_wins5
1076555923,628,333,613,430,440,26,18,26,18,16,196,107,136,432,164,148,82,112,416,143,2092,2348,2491,2509,2477,1670,1005,5408,1902,0,1083,596,1136,1581,0,2142,456,1785,2736,0,70,37,112,104,0,156,89,297,222,0,86,52,185,118,0
1076555942,42,50,38,47,152,5,6,8,5,9,18,1,11,48,23,22,4,16,71,25,2254,2417,2205,2512,2372,197,15,57,19,339,55,17,65,7,130,58,11,51,6,48,3,1,3,1,16,9,2,9,3,25,6,1,6,2,9
1076556026,98,775,136,353,91,14,13,5,14,11,117,185,8,97,21,110,189,11,91,24,2288,2491,2417,2372,2285,2001,3303,814,2930,12,1478,1945,749,1168,18,1832,1598,768,631,17,103,99,42,90,1,193,218,74,172,1,90,119,32,82,0
1076556046,37,38,70,55,502,9,13,18,9,16,14,23,72,19,46,11,24,70,18,35,2431,2348,2057,2338,2479,213,139,182,249,29,46,66,154,181,29,72,32,272,321,16,4,7,8,10,3,9,14,20,26,4,5,7,12,16,1
1076556073,245,114,69,305,21,16,17,,14,10,4,191,1,161,3,4,159,1,135,6,2509,2073,2512,2372,2338,130,147,139,1283,12,126,87,81,346,20,207,78,37,205,5,6,4,4,39,1,15,11,9,79,1,9,7,5,40,0
1076556077,940,41,134,157,328,14,5,6,11,10,116,2,1,31,3,120,5,4,28,4,2420,2093,2417,2288,2393,296,70,99,408,572,372,31,141,317,339,502,18,63,295,385,17,3,7,19,27,35,4,11,37,50,18,1,4,18,23
1076556078,93,609,24,336,480,18,18,17,16,16,13,65,17,95,123,10,55,11,70,132,2267,2071,2205,2479,2536,114,295,57,0,33,22,212,50,0,41,12,140,108,0,23,1,21,4,0,2,6,30,8,0,4,5,9,4,0,2
1076556159,135,999,503,999,22,20,23,21,24,20,84,377,120,458,18,59,361,124,445,21,2285,2479,2348,2420,2431,764,8245,2096,9262,25,560,5558,1284,7569,12,1449,5140,1078,13321,3,26,293,78,465,1,84,592,168,995,2,58,299,90,530,1
1076556174,451,54,97,78,90,8,10,6,,8,108,9,11,0,47,109,13,6,3,67,2277,2288,2420,2372,2348,1430,5,11,244,44,2325,9,16,82,39,2036,9,14,29,10,100,1,1,7,3,188,1,2,13,4,88,0,1,6,1
1076556175,649,548,999,999,594,26,21,26,26,23,472,7,198,417,163,453,6,179,306,162,2303,2348,2277,2338,2479,2527,1576,0,2290,335,663,647,0,1546,211,327,775,0,3285,116,74,57,0,79,20,147,120,0,224,28,73,63,0,145,8
1076556204,999,640,147,306,451,23,21,20,21,15,108,180,132,58,39,99,179,132,44,44,2288,2533,2249,2420,2404,0,4059,2,183,206,0,1189,11,147,150,0,501,5,246,137,0,92,1,9,13,0,197,1,22,23,0,105,0,13,10
1076556208,445,32,250,167,139,18,20,9,19,14,67,42,35,79,73,60,30,48,61,68,2254,2205,2071,2314,2512,4979,109,15,146,398,1587,117,44,109,259,947,159,2,85,170,92,4,3,6,30,218,10,4,13,42,126,6,1,7,12
1076556228,378,57,394,473,46,19,18,21,25,21,36,74,21,35,15,43,73,14,18,7,2348,2372,2509,2205,2288,354,506,2674,269,116,300,235,1110,276,52,177,272,3926,446,89,17,24,103,14,0,34,45,271,39,9,17,21,168,25,9
1076556277,364,243,304,796,480,20,10,13,16,16,90,4,43,213,112,78,7,44,203,112,2420,2348,2372,2479,2438,198,9,0,2165,514,163,32,0,1419,395,263,6,0,1430,430,12,3,0,94,33,24,4,0,183,55,12,1,0,89,22
1076556324,75,297,94,202,38,4,8,10,4,4,12,112,13,99,7,14,111,23,177,12,2073,2493,2533,2420,2338,99,349,52,204,45,31,439,17,235,57,35,443,12,327,42,1,25,2,15,4,6,47,4,26,7,5,22,2,11,3
1076556325,196,306,78,263,610,20,21,12,14,21,14,76,2,82,137,18,67,3,79,124,2417,2536,2477,2528,2303,403,67,5,569,429,323,41,4,151,129,504,62,4,242,39,18,1,0,17,14,36,5,1,37,27,18,4,1,20,13
1076556379,273,486,60,461,535,20,15,23,15,19,51,273,133,378,60,44,270,105,382,64,2512,2362,2417,2348,2303,51,253,1,13750,0,49,255,7,11487,0,44,230,0,5150,0,6,15,1,615,0,7,26,1,1293,0,1,11,0,678,0
1076556430,365,164,645,999,664,18,5,14,18,19,454,79,411,502,67,421,81,410,493,70,2281,2431,2477,2267,2420,3645,431,417,2147,1192,4046,165,395,776,1525,5854,84,320,449,1609,190,10,19,70,74,411,24,50,128,147,221,14,31,58,73
1076556459,259,50,601,408,947,26,19,20,19,25,140,3,210,31,223,112,2,209,30,219,2249,2307,2073,2267,2417,0,0,1331,1238,2696,0,0,870,318,2354,0,0,597,132,2679,0,0,61,33,155,0,0,127,70,269,0,0,66,37,114
1076556485,83,32,204,450,29,18,,8,9,1,47,0,120,36,10,32,4,132,50,40,2509,2071,2536,2479,2431,3,0,0,51,0,3,0,0,19,12,9,0,0,36,0,1,0,0,5,2,1,0,0,6,2,0,0,0,1,0
1076556490,230,124,248,146,999,13,12,14,11,7,83,133,147,26,179,76,126,162,33,192,2073,2348,2205,2254,2509,139,173,22,8,203,76,115,54,9,268,63,86,33,1,289,4,13,4,1,19,11,17,5,1,29,7,4,1,0,10
1076556548,23,54,551,269,639,16,20,15,13,20,11,20,245,219,189,4,23,245,220,181,2073,2314,2303,2288,2338,26,11,3100,2635,367,12,10,1143,1785,597,10,12,547,2125,685,1,0,97,125,31,2,1,197,263,51,1,1,100,138,20
1076556551,271,121,428,408,999,19,11,20,17,14,47,8,50,75,526,34,5,57,74,530,2073,2431,2092,2438,2404,234,2042,1588,110,19331,88,679,1193,120,20613,99,804,2368,127,8931,5,35,78,7,1049,13,90,152,15,2006,8,55,74,8,957
1076556556,208,217,622,999,309,15,14,21,18,10,3,3,109,425,6,4,4,106,456,5,2491,2288,2314,2094,2348,1059,0,688,0,686,413,0,462,0,331,305,0,507,0,269,30,0,27,0,26,63,0,57,0,49,33,0,30,0,23
1076556600,63,87,102,84,64,15,10,9,7,12,22,33,30,132,7,26,43,43,156,14,2314,2404,2073,2491,2481,0,19,455,159,12,0,25,233,127,18,0,15,178,73,1,0,3,19,10,1,0,3,32,15,1,0,0,13,5,0
1076556704,374,273,633,999,125,19,16,22,23,20,151,97,122,122,161,154,87,120,118,158,2348,2533,2205,2307,2288,969,1380,849,2276,373,730,482,932,1633,236,479,82,1400,2867,229,45,34,67,112,13,85,75,108,228,36,40,41,41,116,23
1076556742,155,999,315,450,696,18,19,16,15,14,112,21,22,141,392,104,36,21,143,377,2254,2479,2288,2094,2529,2284,2192,117,309,2409,651,1011,80,301,2358,441,1168,82,434,2698,46,78,5,15,144,101,154,9,35,267,55,76,4,20,123
1076556749,27,29,94,88,60,9,2,2,5,8,12,4,7,8,4,14,5,17,20,6,2092,2372,2528,2073,2480,77,50,199,568,1864,91,29,188,544,923,44,14,69,194,1717,4,4,12,33,60,10,5,19,55,145,6,1,7,22,85
1076556755,469,120,386,370,644,21,13,14,22,12,87,24,172,109,28,67,25,159,90,27,2393,2362,2372,2477,2404,662,95,2480,1371,633,507,65,847,1151,434,757,77,317,1172,433,18,2,91,68,27,52,8,168,178,54,34,6,77,110,27
1076556810,103,323,634,493,529,14,15,19,13,12,7,128,138,241,128,7,115,151,229,136,2092,2071,2338,2533,2322,0,1100,3404,561,1702,0,1003,3857,234,737,0,779,5469,78,604,0,56,191,19,53,0,114,388,31,113,0,58,197,12,60
1076556897,84,36,317,395,609,8,10,14,19,25,5,6,109,23,257,3,4,109,27,251,2348,2533,2404,2249,2094,2038,0,320,131,2822,1236,0,282,53,3569,880,0,176,104,4185,69,0,18,4,171,163,0,34,11,347,94,0,16,7,176
1076556943,509,240,229,197,418,19,13,15,10,14,70,168,254,217,136,68,167,246,220,117,2071,2479,2372,2314,2094,1202,1092,2661,735,143,989,910,745,364,164,823,593,198,533,180,57,52,79,32,10,111,107,161,65,20,54,55,82,33,10
1076557027,204,40,38,22,192,9,12,6,7,4,22,17,15,4,135,28,10,16,5,141,2528,2431,2285,2536,2417,213,203,276,19,2248,139,39,164,29,2682,112,48,265,18,1952,14,0,9,2,148,19,8,25,3,243,5,8,16,1,95
1076557053,214,784,543,37,694,19,20,19,21,14,317,64,41,35,178,293,47,45,22,176,2073,2472,2348,2267,2303,1340,2492,13653,445,1022,553,1850,9711,178,337,571,3714,6189,320,129,34,109,553,7,39,81,257,1129,30,71,47,148,576,23,32
1076557066,167,689,37,71,633,13,11,8,13,11,179,396,8,50,87,166,407,7,35,83,2314,2536,2362,2147,2533,170,116,39,290,0,111,75,16,174,0,170,163,17,378,0,7,7,1,6,0,17,15,3,27,0,10,8,2,21,0
1076557072,975,451,400,791,103,17,16,18,21,8,388,51,134,68,7,382,46,131,70,9,2404,2314,2533,2338,2479,2212,3,4369,128,102,1479,7,760,149,81,1305,4,692,215,20,104,1,110,13,5,200,1,206,20,10,96,0,96,7,5
1076557094,423,17,773,31,20,24,11,24,12,2,82,4,147,4,5,77,6,134,5,6,2491,2477,2529,2338,2254,1033,4,260,18,40,287,3,141,38,13,296,5,301,62,7,32,1,13,2,1,62,1,27,4,2,30,0,14,2,1
1076557121,89,34,75,39,54,16,14,11,14,16,10,24,8,27,18,7,30,12,28,28,2529,2536,2071,2533,2491,66,34,149,42,14,46,27,136,37,9,87,42,61,17,3,3,2,7,2,1,7,4,16,3,2,4,2,9,1,1
1076557198,28,254,117,93,21,9,16,12,17,7,15,200,90,48,6,17,200,87,41,4,2348,2372,2536,2249,2438,40,4266,432,980,59,24,1366,379,566,18,16,392,437,1267,55,2,151,17,56,0,4,275,44,108,3,2,124,27,52,3
1076557204,109,222,999,818,775,20,12,17,22,18,49,6,288,74,131,38,6,261,80,120,2205,2533,2071,2314,2288,90,200,1192,0,5618,105,40,1112,0,4340,210,14,677,0,4752,6,2,62,0,303,12,9,127,0,586,6,7,65,0,283
1076557290,91,63,32,731,235,5,7,19,15,5,24,21,13,34,130,28,15,8,30,137,2093,2071,2205,2509,2479,204,196,113,557,189,102,215,85,386,145,24,103,161,767,81,7,14,5,25,9,16,24,10,60,17,9,10,5,35,8
1076557304,291,182,399,341,308,16,15,16,12,16,11,43,37,4,168,16,41,38,8,167,2477,2417,2071,2254,2536,92,542,193,484,601,56,364,127,130,727,83,732,91,49,826,2,18,7,9,35,7,47,17,18,73,5,29,10,9,38
1076557388,109,133,192,499,367,15,16,17,12,19,24,119,241,127,72,20,109,250,140,57,2092,2303,2288,2404,2205,2725,49,88,5281,151,1416,43,129,2576,185,3645,11,60,2722,222,112,2,5,188,12,249,3,11,394,22,137,1,6,206,10
1076557402,285,425,361,32,68,17,17,13,10,17,92,225,158,31,144,72,233,155,31,148,2057,2267,2477,2529,2479,51,23671,971,366,788,68,7310,704,274,452,69,4056,648,509,553,3,575,40,12,35,7,1239,102,31,65,4,664,62,19,30
1076557463,39,19,25,68,258,7,16,11,11,10,33,3,24,8,231,34,2,10,4,230,2205,2254,2073,2517,2480,270,0,138,236,885,335,0,29,87,795,498,0,112,33,696,13,0,5,3,46,30,0,11,14,82,17,0,6,11,36
1076557506,254,315,76,158,251,11,14,8,6,11,86,52,145,129,210,74,45,145,121,193,2073,2205,2529,2404,2372,0,0,45,735,557,0,0,20,755,189,0,0,32,340,67,0,0,2,40,19,0,0,5,76,39,0,0,3,36,20
1076557515,161,460,315,707,869,20,19,19,20,24,49,112,106,388,58,47,114,80,396,42,2417,2073,2491,2314,2512,1284,1549,4397,0,0,965,667,2057,0,0,1475,640,1752,0,0,61,44,109,0,0,117,119,262,0,0,56,75,153,0,0
1076557549,478,28,52,60,50,24,19,,19,,257,26,1,26,1,247,24,1,24,1,2491,2093,2348,2092,2314,17583,159,129,168,387,5866,78,69,130,298,6272,51,45,200,209,419,2,5,6,13,1005,8,9,15,25,586,6,4,9,12
1076557602,373,98,792,792,377,22,25,20,23,15,161,144,195,256,169,147,129,203,250,144,2147,2479,2417,2372,2477,4472,493,411,43900,26,3842,255,389,15139,50,5641,304,453,8458,29,203,19,30,1223,4,445,41,44,2480,6,242,22,14,1257,2
1076557626,65,46,705,43,296,,13,11,,7,1,15,52,0,52,3,21,30,3,85,2529,2491,2536,2477,2533,6,119,3,19,345,20,85,8,25,144,7,23,4,32,54,2,4,1,2,8,2,8,1,3,21,0,4,0,1,13
1076557669,145,240,65,63,50,15,12,12,10,14,38,75,8,24,77,44,68,4,23,60,2472,2267,2404,2479,2307,4287,842,43,151,12,4929,221,13,51,7,6696,119,19,89,4,209,19,0,4,1,476,42,3,12,2,267,23,3,8,1
1076557700,248,368,260,999,214,19,19,21,23,20,67,201,303,336,120,53,176,262,334,102,2092,2372,2071,2528,2362,332,4059,1165,1496,128,307,1268,844,734,169,488,258,576,909,178,17,129,54,49,12,37,264,117,109,17,20,135,63,60,5
1076557727,23,33,91,588,83,20,14,21,17,17,10,10,29,4,12,2,5,31,6,5,2277,2372,2420,2348,2479,31,73,163,1304,123,8,16,115,577,23,38,5,254,754,38,0,0,3,37,2,3,3,15,91,7,3,3,12,54,5
1076557742,294,107,221,555,68,14,5,14,11,2,70,25,36,79,14,63,17,31,86,14,2073,2480,2338,2417,2372,1781,267,9,189,173,774,276,19,139,73,866,345,12,102,5,43,20,1,12,5,126,31,2,15,12,83,11,1,3,7
1076557783,581,141,351,476,52,21,22,,23,24,154,53,0,178,139,137,51,3,168,140,2529,2254,2288,2512,2094,1008,144,13,0,10,759,42,11,0,11,1244,46,8,0,3,48,8,1,0,2,96,10,1,0,2,48,2,0,0,0
1076557812,165,197,785,620,480,3,11,12,5,16,15,37,22,1,112,17,24,28,4,112,2362,2533,2071,2348,2438,25,250,418,338,514,41,47,343,181,395,40,34,225,156,430,4,3,23,15,33,4,12,40,30,55,0,9,17,15,22
1076557858,75,201,105,100,40,4,16,10,18,5,12,50,16,78,2,14,53,21,86,3,2288,2529,2372,2420,2314,70,67,206,161,5,68,57,50,156,10,36,61,27,294,3,4,3,7,5,1,6,5,13,17,1,2,2,6,12,0
1076557865,273,486,535,461,114,20,15,19,15,7,51,273,60,378,2,44,270,64,382,3,2307,2362,2372,2404,2348,132,253,0,4043,16,102,255,0,3657,15,212,230,0,1591,4,4,15,0,190,0,13,26,0,389,1,9,11,0,199,1
1076557905,480,24,93,336,609,16,17,18,16,18,123,17,13,95,65,132,11,10,70,55,2073,2205,2267,2314,2479,10716,57,114,0,933,6290,50,22,0,457,4041,108,12,0,526,395,4,1,0,31,877,8,6,0,72,482,4,5,0,41
1076557937,133,384,399,636,577,18,24,23,21,20,33,193,241,178,127,37,179,223,141,113,2372,2092,2420,2348,2477,466,985,860,3560,2678,115,993,983,2101,2569,114,1638,1282,1588,2268,12,68,36,139,133,25,113,92,290,304,13,45,56,151,171
1076557980,745,691,147,688,36,18,16,22,14,16,236,287,34,121,46,210,253,25,125,26,2479,2533,2307,2420,2348,4224,3873,90,1176,34,2221,1016,67,1368,23,2452,415,114,1856,10,167,84,2,63,2,319,183,8,137,3,152,99,6,74,1
1076557989,23,27,32,32,47,3,16,6,12,5,1,8,15,8,48,4,12,23,9,71,2362,2254,2249,2477,2056,18,107,40,10,160,8,36,28,10,129,11,20,29,6,90,1,3,3,1,8,1,6,4,1,13,0,3,1,0,5
1076558018,41,66,32,67,26,18,26,15,13,12,55,131,13,131,16,55,63,12,124,20,2536,2417,2071,2528,2267,405,1026,124,1107,188,499,588,58,709,55,820,1313,57,562,29,23,34,5,32,4,49,85,12,79,8,26,51,7,47,4
1076558169,661,18,381,31,38,13,,11,11,7,54,0,21,11,7,53,1,26,13,5,2509,2149,2254,2071,2495,81,7,273,104,8,79,6,93,36,9,148,9,44,34,6,7,1,5,1,1,10,1,13,6,1,3,0,8,5,0
1076558176,782,225,289,503,232,26,13,18,8,13,413,21,57,34,112,375,27,58,41,123,2362,2372,2348,2529,2512,2103,304,145,84,1477,1890,108,101,94,1462,2717,56,68,91,876,107,11,10,7,86,212,20,15,10,155,105,9,5,3,69
1076558202,376,232,348,675,462,8,16,8,15,19,9,95,26,82,71,16,60,41,78,66,2149,2314,2477,2372,2420,53,207,202,0,836,29,242,217,0,652,17,190,139,0,1087,2,15,11,0,41,4,21,23,0,89,2,6,12,0,48
1076558252,859,999,96,999,252,26,23,23,26,23,80,122,66,190,41,42,118,50,144,19,2249,2071,2404,2307,2372,514,307,0,1784,58,282,213,0,1109,31,716,137,0,2317,6,15,13,0,73,2,46,29,0,175,3,31,16,0,102,1
1076558286,556,131,352,233,896,19,12,12,14,16,108,44,21,34,474,119,26,14,29,469,2372,2348,2314,2477,2495,8856,632,242,92,5115,3924,377,299,71,6014,899,310,261,53,7739,313,20,15,5,262,565,47,29,9,607,252,27,14,4,345
1076558322,132,999,999,552,317,25,18,23,23,23,98,425,194,76,125,77,456,189,73,119,2205,2254,2314,2479,2477,138,0,0,276,670,108,0,0,173,700,208,0,0,163,541,4,0,0,10,33,13,0,0,20,79,9,0,0,10,46
1076558367,289,53,646,467,90,13,12,14,18,13,163,3,147,577,105,163,3,151,567,91,2073,2431,2509,2477,2533,1054,37,8701,1219,303,350,33,6713,1071,100,488,11,12858,849,48,33,3,485,63,12,65,4,1013,145,17,32,1,528,82,5
1076558370,240,418,197,509,229,13,14,10,19,15,168,136,217,70,254,167,117,220,68,246,2509,2533,2348,2420,2479,2257,1805,1526,231,387,2957,543,715,214,215,3248,282,655,301,170,142,39,68,11,16,299,89,129,21,32,157,50,61,10,16
1076558449,999,365,664,645,45,18,18,19,14,,502,454,67,411,0,493,421,70,410,1,2254,2281,2338,2512,2073,5513,3645,58,1068,4,1723,4046,89,751,7,902,5854,89,611,4,124,190,5,55,1,248,411,9,107,1,124,221,4,52,0
1076558468,213,309,134,445,80,15,10,18,18,18,195,6,61,67,78,147,5,48,60,54,2528,2348,2314,2303,2094,219,686,190,794,333,159,331,143,314,392,96,269,201,126,501,8,26,5,30,18,16,49,17,47,42,8,23,12,17,24
1076558481,56,227,650,135,541,7,17,22,15,18,21,121,119,83,306,21,116,117,89,289,2071,2479,2529,2533,2094,0,361,5263,460,770,0,237,2645,144,940,0,293,5791,50,1085,0,20,225,14,60,0,36,486,24,104,0,16,261,10,44
1076558487,999,189,127,131,999,16,18,19,23,23,151,157,154,56,37,139,157,133,47,30,2348,2362,2372,2288,2438,0,562,826,407,29,0,439,255,337,50,0,913,121,206,38,0,29,29,20,6,0,54,52,40,6,0,25,23,20,0
1076568881,45,24,16,55,39,1,6,,11,7,2,3,0,6,2,8,7,3,9,4,2493,2149,2307,2536,2372,53,42,7,3,224,47,34,7,11,106,35,14,4,5,51,1,3,1,1,6,4,4,1,1,16,3,1,0,0,10
1076568897,54,387,114,24,53,13,14,16,11,19,65,35,25,16,59,55,37,23,12,49,2528,2277,2479,2431,2417,308,695,72,63,53,95,762,54,45,48,167,1099,37,27,36,5,42,4,2,4,18,84,7,4,5,13,42,3,2,1
1076568995,154,52,285,359,71,12,8,9,11,6,381,5,156,223,37,372,14,163,221,44,2509,2057,2314,2073,2533,270,19,3544,1269,424,159,11,2896,576,217,358,18,2953,642,65,10,0,141,31,14,28,1,304,92,25,18,1,163,61,11
1076569088,28,34,31,94,25,11,10,,10,10,14,6,1,13,4,14,9,2,23,12,2348,2205,2509,2372,2479,185,65,18,171,48,118,104,32,68,55,53,142,33,16,15,7,5,2,9,5,15,11,3,11,8,8,6,1,2,3
1076569139,92,67,47,63,52,8,7,8,10,8,9,5,23,18,76,6,4,18,17,66,2348,2281,2149,2093,2205,1634,385,0,14,68,1053,396,0,4,156,609,492,0,5,158,66,19,0,0,7,135,42,0,1,15,69,23,0,1,8
1076569197,345,22,135,327,999,17,20,20,15,23,22,18,84,112,377,16,21,59,111,361,2348,2092,2431,2288,2205,1043,21,5,909,3741,622,14,9,569,5859,505,17,6,803,6303,34,2,1,40,260,80,3,1,82,485,46,1,0,42,225
1076569214,469,366,293,212,200,21,15,14,14,13,87,86,18,91,27,67,92,18,78,27,2092,2493,2348,2093,2491,483,492,1365,365,9,499,652,640,222,7,567,1047,731,209,4,26,25,49,9,1,51,60,103,26,2,25,35,54,17,1
1076569264,136,69,96,558,31,5,5,2,6,2,8,13,2,8,4,11,20,3,16,7,2528,2093,2057,2303,2314,1012,81,6,27,28,434,23,8,13,6,401,21,13,12,19,29,1,1,0,0,69,4,2,2,2,40,3,1,2,2
1076569269,421,175,81,162,735,26,19,20,15,22,93,170,27,180,117,73,153,23,163,102,2536,2372,2509,2348,2479,804,819,1833,447,2604,765,249,1602,215,1534,1184,135,2352,154,1656,36,23,97,16,106,80,41,205,30,209,44,18,108,14,103
1076569304,628,613,257,21,39,26,26,15,,17,196,136,6,1,8,148,112,4,2,8,2249,2404,2417,2372,2481,1585,923,1527,13,136,834,491,1098,10,155,2328,537,1701,0,115,49,45,53,1,7,152,78,113,1,15,103,33,60,0,8
1076569305,62,260,81,214,97,11,21,9,20,12,13,303,6,120,13,18,262,9,102,14,2073,2479,2431,2314,2277,0,372,18,1164,41,0,204,6,1051,45,0,210,4,1141,55,0,12,0,44,3,0,27,1,108,5,0,15,1,64,2
1076569347,58,75,534,142,70,12,12,15,18,18,27,25,83,163,34,24,23,83,147,26,2493,2528,2491,2314,2071,51,4,2315,225,382,96,9,678,213,278,48,1,508,264,146,9,1,57,7,15,9,1,136,21,34,0,0,79,14,19
1076569468,91,999,901,324,689,17,18,20,20,11,22,425,121,124,396,20,456,127,118,407,2254,2205,2314,2348,2420,82,0,12367,835,1284,25,0,9487,482,824,17,0,11631,430,1736,1,0,470,29,58,3,0,1034,63,142,2,0,564,34,84
1076569476,66,128,203,921,75,15,10,6,18,13,27,17,20,97,2,25,8,9,80,4,2205,2267,2393,2322,2404,22,40,18,529,38,32,10,15,221,37,93,8,11,131,15,0,0,0,10,2,5,2,2,35,4,5,2,2,25,2
1076569530,191,223,58,29,104,8,6,15,12,1,23,11,107,3,1,26,11,106,6,7,2277,2404,2322,2372,2529,37,114,128,43,13,40,72,111,11,24,60,69,73,6,15,2,3,11,1,3,4,9,15,3,4,2,6,4,2,1
1076569658,123,315,42,503,28,13,14,18,22,15,32,52,74,131,22,17,45,56,129,13,2348,2303,2281,2477,2092,147,0,379,7739,19,74,0,269,7514,22,60,0,435,5835,19,2,0,14,436,0,13,0,39,871,2,11,0,25,435,2
1076569663,638,428,467,79,75,23,20,24,18,18,64,50,57,65,182,69,57,59,79,164,2314,2205,2149,2303,2477,423,1137,359,121,0,381,1508,280,34,0,440,2381,251,25,0,19,78,15,2,0,35,158,31,6,0,16,80,16,4,0
1076569671,396,584,370,747,146,17,21,15,16,11,50,45,33,347,20,47,44,27,339,16,2362,2073,2512,2277,2372,84,479,865,30,226,41,344,506,53,67,95,240,733,30,23,4,19,34,3,10,8,42,81,4,16,4,23,47,1,6
1076569742,153,71,184,135,315,13,7,12,13,12,53,8,61,17,3,50,6,58,12,5,2431,2536,2348,2277,2477,36,60,496,44,300,4,46,306,50,225,5,74,221,39,263,0,3,20,4,14,2,6,44,6,36,2,3,24,2,22
1076569790,86,135,28,33,159,13,9,13,10,3,32,176,5,3,7,20,171,8,6,8,2314,2404,2372,2057,2512,117,209,31,21,0,51,178,18,26,0,93,63,7,16,0,2,14,1,2,0,8,24,2,3,0,6,10,1,1,0
1076569792,152,723,123,35,134,19,17,11,7,5,73,176,59,23,65,79,175,70,35,73,2073,2277,2493,2372,2495,1033,8462,195,115,43,616,7064,189,32,38,469,13815,225,2,43,45,365,8,4,2,80,954,17,9,5,35,589,9,5,3
1076569906,121,290,181,321,689,15,18,14,17,9,35,125,22,88,14,26,112,14,94,25,2348,2509,2307,2093,2491,215,260,162,0,2397,90,177,115,0,1155,78,294,258,0,531,4,10,6,0,72,17,24,19,0,156,13,14,13,0,84
1076569914,465,659,71,22,124,26,22,13,6,11,465,92,50,6,22,419,86,35,11,23,2536,2071,2277,2372,2348,4977,660,45,0,516,3461,469,73,0,253,6772,369,71,0,272,207,32,4,0,17,511,60,7,0,38,304,28,3,0,21
1076569933,263,218,297,158,61,12,6,8,2,2,51,9,112,19,2,30,13,111,13,3,2536,2314,2491,2073,2149,226,0,1855,12,31,226,0,976,9,13,370,0,646,6,13,9,0,59,1,1,24,0,128,1,2,15,0,69,0,1
1076569997,410,104,331,343,68,10,11,18,18,13,10,9,185,189,58,14,8,189,173,61,2348,2285,2205,2491,2404,182,30,1939,2470,307,195,16,2211,998,228,52,35,2767,738,211,13,1,117,54,8,20,2,218,140,24,7,1,101,86,16
1076570016,737,465,118,284,545,26,22,18,20,21,127,180,181,197,60,105,180,157,183,53,2509,2491,2322,2338,2073,4145,12937,2288,0,1298,2600,3814,953,0,549,4641,3479,935,0,606,173,330,59,0,45,388,712,143,0,90,215,382,84,0,45
1076570073,33,70,38,116,181,14,11,12,4,14,11,28,7,104,56,9,26,8,115,59,2267,2348,2314,2205,2438,203,236,25,95,0,68,151,26,212,0,92,110,20,109,0,4,9,2,8,0,10,21,4,15,0,6,12,2,7,0
1076570086,273,535,845,461,486,20,19,14,15,15,51,60,34,378,273,44,64,43,382,270,2205,2372,2277,2404,2477,35,0,884,4043,1967,56,0,648,3657,1872,112,0,951,1591,1806,4,0,36,190,109,8,0,85,389,245,4,0,49,199,136
1076570123,170,101,134,156,49,15,5,11,11,14,62,14,17,100,27,46,16,18,105,30,2071,2348,2267,2420,2307,705,69,2424,257,15,495,73,1167,231,17,445,39,363,297,13,25,3,70,13,1,54,6,143,27,1,29,3,73,14,0
1076570139,151,83,179,98,48,20,20,18,10,10,25,63,100,3,3,19,48,84,2,2,2277,2093,2267,2071,2536,201,1443,3696,31,50,227,715,1410,52,45,352,875,741,14,71,11,42,92,4,2,23,94,216,5,5,12,52,124,1,3
1076570208,219,168,331,266,530,17,19,,17,21,16,86,0,20,257,29,83,3,31,256,2288,2092,2533,2348,2205,165,296,885,80,0,115,209,401,26,0,90,375,95,35,0,9,15,21,1,0,16,31,51,6,0,7,16,30,5,0
1076570263,999,120,59,26,107,26,17,14,17,6,489,11,55,4,10,492,7,46,2,9,2249,2493,2073,2285,2372,0,55,25,27,121,0,76,15,34,57,0,121,3,29,14,0,3,0,2,3,0,6,2,5,7,0,3,2,3,4
1076570351,999,649,999,548,417,20,26,21,21,22,881,472,160,7,125,872,453,154,6,116,2073,2205,2372,2092,2404,5889,5421,43492,1310,1421,2896,6364,14320,798,853,2683,11310,7715,1410,923,180,335,1207,61,46,414,735,2396,115,115,234,400,1189,54,69
1076570382,235,464,216,213,341,21,21,14,14,15,171,222,62,58,90,155,216,57,61,78,2314,2420,2267,2322,2477,309,1014,193,72,306,190,1003,115,34,205,254,1606,59,33,243,10,52,7,2,9,22,112,13,6,35,12,60,6,4,26
1076570520,70,266,120,31,141,18,19,18,11,11,72,80,84,11,91,71,82,86,13,80,2057,2362,2288,2512,2372,187,1366,828,1,123,168,1028,581,6,64,280,1625,624,1,20,9,60,47,1,5,21,131,81,1,8,12,71,34,0,3
1076570629,106,149,610,73,288,11,10,11,6,14,34,13,267,7,89,28,13,266,13,79,2348,2372,2057,2512,2249,242,874,8177,61,294,155,443,7200,44,181,85,124,8873,31,260,12,30,441,4,8,21,53,929,6,25,9,23,488,2,17
