match_id,a_lvl6,a_lvl7,a_lvl8,a_lvl9,a_lvl10,tier6,tier7,tier8,tier9,tier10,wins6,wins7,wins8,wins9,wins10,losses6,losses7,losses8,losses9,losses10,champ6,champ7,champ8,champ9,champ10,assists6,assists7,assists8,assists9,assists10,deaths6,deaths7,deaths8,deaths9,deaths10,kills6,kills7,kills8,kills9,kills10,c_losses6,c_losses7,c_losses8,c_losses9,c_losses10,c_matches6,c_matches7,c_matches8,c_matches9,c_matches10,c_wins6,c_wins7,c_wins8,c_wins9,c_wins10
1076516182,21,34,24,24,33,7,16,10,13,7,6,23,7,6,5,5,14,4,2,6,2057,2417,2517,2073,2285,57,255,16,38,32,34,163,0,27,24,67,388,0,22,28,2,6,0,1,3,5,22,1,4,5,3,16,1,3,2
1076516240,255,427,112,240,178,10,11,9,8,7,59,95,21,61,45,60,78,19,52,51,2529,2372,2479,2071,2267,900,622,596,21,1760,1230,259,313,10,609,1275,218,298,9,244,53,19,24,0,47,108,44,51,2,99,55,25,27,2,52
1076516266,257,73,108,175,225,9,13,17,12,9,1,17,77,4,62,4,23,76,12,75,2071,2093,2393,2481,2491,396,0,0,7,208,247,0,0,18,135,200,0,0,13,67,17,0,0,1,6,32,0,0,1,13,15,0,0,0,7
1076516314,564,278,265,552,507,26,22,19,26,21,202,89,15,43,35,171,79,15,36,35,2092,2533,2071,2249,2481,612,249,333,0,9,497,89,147,0,14,921,27,192,0,11,37,8,10,0,0,76,14,29,0,1,39,6,19,0,1
1076516338,160,566,334,231,999,23,19,21,16,18,58,112,172,233,209,51,106,164,236,226,2529,2303,2338,2288,2477,221,288,1405,201,2011,113,95,1419,213,1783,306,33,2326,92,1646,6,12,60,16,93,18,17,150,24,231,12,5,90,8,138
1076516350,261,117,89,103,25,9,14,14,12,6,3,3,66,64,8,3,3,58,68,10,2277,2493,2372,2512,2348,2061,11,326,23,89,1489,12,108,33,50,2539,18,61,13,49,72,1,12,3,3,177,1,22,3,7,105,0,10,0,4
1076516397,164,297,205,190,469,13,18,19,12,19,19,159,214,51,162,19,135,184,51,148,2071,2362,2092,2372,2479,0,20,557,474,1192,0,20,447,185,731,0,31,750,28,898,0,1,29,19,57,0,2,57,33,104,0,1,28,14,47
1076516403,54,61,45,55,72,9,9,10,9,8,34,22,24,7,34,28,19,18,11,33,2512,2528,2517,2509,2205,308,181,377,65,67,164,61,171,68,60,119,98,101,85,103,6,2,8,5,2,25,11,25,8,6,19,9,17,3,4
1076516405,65,128,312,85,123,10,14,5,8,7,3,82,4,30,20,4,85,7,25,25,2348,2314,2372,2071,2472,5,932,561,142,35,9,709,268,68,53,0,701,101,93,19,1,40,14,6,5,1,83,34,14,7,0,43,20,8,2
1076516447,55,331,126,22,365,14,15,11,16,6,6,108,5,5,16,8,109,9,5,16,2205,2277,2303,2477,2348,23,569,142,14,0,24,514,43,15,0,38,814,25,14,0,1,23,2,1,0,3,70,9,2,0,2,47,7,1,0
1076516475,203,92,36,533,95,8,,5,7,2,54,0,9,111,132,65,2,17,117,159,2495,2073,2267,2056,2071,69,517,52,648,276,72,241,40,646,419,128,221,16,550,72,7,12,3,34,24,11,35,3,68,46,4,23,0,34,22
1076516498,493,403,474,56,70,18,13,15,11,10,69,85,62,10,48,71,88,65,7,59,2477,2491,2314,2147,2479,0,98,290,40,105,0,36,216,18,54,0,31,248,57,49,0,5,13,0,3,0,7,25,3,7,0,2,12,3,4
1076516527,325,249,492,638,125,19,17,17,17,19,105,82,89,20,5,99,79,100,12,4,2536,2267,2477,2288,2277,283,532,144,256,13,256,216,116,203,5,404,104,95,203,10,22,17,7,15,0,35,30,14,27,1,13,13,7,12,1
1076516534,114,123,32,24,41,16,,17,11,12,25,0,13,16,14,23,1,9,12,9,2528,2071,2509,2285,2303,52,202,24,49,24,44,117,63,50,15,26,123,43,44,9,4,11,5,4,1,5,17,6,5,2,1,6,1,1,1
1076516560,753,387,522,416,482,17,14,12,7,12,78,207,69,64,31,78,192,73,86,34,2529,2493,2491,2071,2477,705,1090,7035,2872,3827,605,1285,2780,2389,4438,730,1671,2384,1366,3190,27,58,164,128,198,63,121,402,264,440,36,63,238,136,242
1076516608,58,36,30,52,33,22,11,11,4,9,37,21,21,1,8,22,13,13,4,4,2205,2314,2288,2431,2057,172,49,38,35,8,161,20,27,15,4,416,50,20,10,6,7,0,2,1,0,24,4,5,2,1,17,4,3,1,1
1076516616,542,263,156,198,329,14,10,12,14,12,86,55,3,368,17,91,47,2,342,16,2493,2528,2533,2071,2417,1038,512,408,1610,71,1052,322,160,1112,56,1284,249,48,1189,53,50,23,9,76,4,102,43,19,156,8,52,20,10,80,4
1076516711,33,939,466,69,694,19,19,10,6,14,18,12,14,5,178,13,12,18,9,176,2495,2303,2479,2073,2417,18,15,122,0,55,9,10,96,0,40,20,9,68,0,57,0,0,6,0,3,1,1,12,0,5,1,1,6,0,2
1076516718,393,167,263,163,861,22,21,21,19,23,85,71,104,20,524,100,54,87,16,526,2288,2417,2479,2303,2529,866,1092,544,365,0,580,814,289,118,0,626,1111,334,61,0,41,34,23,12,0,82,86,44,23,0,41,52,21,11,0
1076516722,107,350,230,600,999,16,12,18,10,13,73,16,63,4,643,63,20,64,7,656,2094,2348,2417,2372,2479,443,37,653,93,7141,452,34,480,31,3516,718,19,823,12,4732,26,3,41,3,270,54,4,69,5,570,28,1,28,2,300
1076516736,57,57,158,510,999,8,7,6,6,7,4,8,77,33,179,4,6,67,37,192,2285,2348,2322,2533,2338,47,119,780,273,986,34,42,405,103,1590,56,48,268,50,1503,2,3,30,7,79,4,9,63,16,147,2,6,33,9,68
1076516762,27,320,38,97,134,5,16,13,2,9,4,173,29,5,275,6,167,34,8,268,2285,2277,2205,2303,2073,43,518,25,34,576,33,586,45,23,228,50,899,42,1,230,3,24,3,2,16,4,65,5,3,36,1,41,2,1,20
1076516815,312,91,246,67,999,14,11,7,7,11,131,60,11,47,54,146,58,8,44,79,2071,2372,2417,2205,2479,925,424,1075,308,4038,606,174,1246,440,3768,482,31,967,480,2642,51,11,75,21,227,99,31,115,39,407,48,20,40,18,180
1076516834,827,161,156,102,295,21,20,11,14,19,93,49,46,17,236,92,47,38,18,234,2348,2417,2533,2288,2338,425,1284,424,162,57,281,965,180,135,73,183,1475,28,142,80,18,61,17,5,5,34,117,26,14,7,16,56,9,9,2
1076516835,36,70,47,232,47,11,9,10,13,7,7,18,18,42,12,12,13,10,44,7,2254,2307,2529,2071,2348,42,2741,122,95,105,12,2907,51,26,41,11,4674,148,35,27,1,141,1,1,1,2,309,10,6,8,1,168,9,5,7
1076516934,982,100,999,971,470,19,22,21,24,24,312,73,127,166,124,320,74,122,163,136,2267,2288,2348,2281,2536,6081,335,879,0,294,1804,229,444,0,256,681,261,405,0,380,202,19,27,0,17,359,31,79,0,31,157,12,52,0,14
1076516940,423,489,350,741,212,18,16,15,12,15,127,192,26,251,64,115,190,32,250,51,2071,2479,2393,2303,2092,279,1851,214,1415,28,290,1299,83,646,33,140,1300,146,115,36,15,85,6,54,2,31,175,15,98,4,16,90,9,44,2
1076517010,224,53,337,113,57,13,5,14,17,7,29,2,86,167,3,27,8,76,122,10,2314,2254,2073,2205,2477,467,0,1215,394,10,266,0,611,408,17,500,0,473,743,6,13,0,42,20,2,37,0,98,48,2,24,0,56,28,0
1076517090,236,36,194,187,202,9,12,6,11,13,20,15,40,22,72,24,17,43,29,77,2205,2071,2093,2480,2056,97,91,8,60,17383,189,106,9,52,10415,243,34,2,36,10765,9,7,2,3,700,14,10,2,5,1473,5,3,0,2,773
1076517092,46,346,437,250,648,19,19,20,20,19,31,81,117,174,103,25,88,116,163,80,2303,2477,2362,2092,2479,202,453,1085,654,1743,43,425,817,614,897,27,399,1396,742,1099,5,27,49,52,61,10,53,107,80,131,5,26,58,28,70
1076517165,534,380,143,61,125,15,20,16,19,13,137,84,124,22,5,114,68,114,9,2,2491,2348,2479,2481,2092,5010,589,955,937,212,2935,335,626,1110,236,1544,237,589,2241,253,160,21,46,31,16,347,49,84,109,25,187,28,38,78,9
1076517167,745,737,999,122,167,26,26,25,26,23,280,127,155,252,30,264,105,157,245,27,2362,2073,2372,2285,2404,650,2249,1459,0,585,486,1084,334,0,383,853,1086,129,0,305,30,78,52,0,24,61,163,87,0,51,31,85,35,0,27
1076517212,195,218,438,220,230,16,21,19,17,15,51,118,51,42,66,44,113,44,35,50,2348,2372,2477,2249,2094,137,5077,228,16974,475,107,1469,102,7899,547,68,509,192,14231,545,10,162,11,568,32,15,311,23,1194,60,5,149,12,626,28
1076517251,164,38,132,185,566,20,16,24,19,22,183,10,298,101,44,181,8,251,92,43,2071,2491,2288,2281,2509,217,152,3515,1333,269,180,56,2162,1131,191,95,26,2928,1931,370,10,2,143,48,13,22,8,301,147,30,12,6,158,99,17
1076517261,200,72,279,52,55,3,8,6,6,4,17,27,14,8,7,20,23,18,16,6,2073,2372,2249,2495,2057,97,490,655,23,7,50,166,419,57,32,42,72,334,21,8,3,11,35,6,3,7,28,54,6,3,4,17,19,0,0
1076517291,322,278,198,133,449,10,8,5,14,8,221,166,70,301,142,220,191,76,280,165,2073,2092,2491,2147,2348,1398,1052,185,3244,2929,735,890,65,2592,2641,538,1332,44,5213,1129,46,66,4,160,156,99,116,8,360,323,53,50,4,200,167
1076517309,158,230,363,42,40,10,6,9,6,7,6,23,31,13,2,9,30,35,19,4,2509,2057,2404,2517,2479,211,322,392,63,33,266,216,255,39,10,366,249,208,15,14,14,11,15,3,1,25,27,32,5,2,11,16,17,2,1
1076517338,225,588,73,210,383,12,18,9,13,16,71,55,113,62,43,77,49,111,51,48,2314,2479,2517,2477,2205,244,0,4959,44,84,209,0,2124,48,75,215,0,2339,29,138,12,0,212,4,4,22,0,440,7,11,10,0,228,3,7
1076517391,439,174,717,596,179,20,14,22,14,18,127,78,181,51,76,118,96,180,32,55,2205,2491,2071,2509,2288,731,1396,1738,4140,701,914,683,1256,5692,643,1469,471,979,7841,480,46,40,65,269,34,96,92,141,609,75,50,52,76,340,41
1076517396,24,24,197,451,153,12,7,14,15,11,12,4,36,38,5,9,7,25,44,7,2431,2285,2372,2477,2288,0,7,1098,329,138,0,22,450,289,117,0,6,126,285,78,0,1,36,19,8,0,1,66,41,13,0,0,30,22,5
1076517413,330,284,697,338,991,21,22,25,24,21,36,27,26,127,94,26,14,17,125,91,2491,2348,2314,2362,2404,724,105,293,780,0,259,39,109,442,0,285,51,266,822,0,18,3,7,22,0,44,8,21,61,0,26,5,14,39,0
1076517490,40,315,677,23,64,10,12,16,,14,42,100,57,1,59,55,103,65,1,52,2533,2536,2071,2314,2479,319,958,287,6,40,174,914,265,10,19,67,1430,117,1,25,12,52,20,1,2,18,103,31,1,3,6,51,11,0,1
1076517492,27,47,39,39,57,13,,6,1,,11,1,5,7,1,9,1,5,8,1,2071,2093,2404,2285,2393,0,54,12,377,24,0,29,4,358,32,0,20,9,292,20,0,2,0,31,2,0,3,1,44,3,0,1,1,13,1
1076517590,422,428,645,323,406,13,6,13,10,8,93,30,177,53,123,89,19,180,58,133,2057,2348,2205,2477,2431,0,2108,4479,122,1759,0,1265,5674,127,900,0,904,8535,82,350,0,105,307,9,43,0,209,604,15,89,0,104,297,6,46
1076517610,273,100,572,96,34,15,7,13,11,9,71,3,65,198,4,65,5,65,203,10,2092,2479,2147,2057,2267,142,6,56,311,55,152,8,65,351,25,171,2,56,344,3,14,1,4,28,2,18,1,7,45,5,4,0,3,17,3
1076517633,67,148,462,360,718,16,14,19,21,22,5,42,71,101,574,8,34,66,90,535,2348,2372,2528,2307,2536,23,417,401,39,1427,6,89,196,67,1903,4,48,192,103,2267,0,7,12,4,93,1,20,29,6,166,1,13,17,2,73
1076517668,411,240,399,236,794,22,15,23,19,23,209,56,227,138,496,182,42,220,119,504,2205,2533,2479,2477,2307,1238,0,1637,331,959,1824,0,915,287,1048,1926,0,1135,343,1398,65,0,67,17,65,155,0,132,44,114,90,0,65,27,49
1076517813,193,439,437,282,765,13,13,21,16,13,113,56,95,153,134,119,59,98,145,121,2071,2267,2092,2404,2472,31,1323,864,234,0,64,416,807,174,0,11,322,963,142,0,4,44,53,8,0,6,78,95,22,0,2,34,42,14,0
1076517818,53,54,30,34,155,9,8,6,6,12,12,21,5,4,164,16,25,8,8,166,2205,2512,2254,2285,2372,32,1144,90,38,662,20,1065,33,52,162,35,509,14,22,60,1,51,2,3,25,2,113,4,4,46,1,62,2,1,21
1076517841,954,348,125,462,489,24,14,20,16,22,264,3,57,169,36,260,2,48,151,28,2338,2479,2071,2533,2438,1517,0,0,3911,668,1721,0,0,1213,617,2616,0,0,416,869,90,0,0,74,37,196,0,0,186,74,106,0,0,112,37
1076517854,550,452,350,431,999,22,14,19,23,13,405,93,87,200,302,403,85,83,171,308,2536,2372,2509,2288,2477,1164,0,281,149,975,1508,0,178,114,1295,1928,0,398,104,578,64,0,13,5,65,141,0,27,13,131,77,0,14,8,66
1076517857,532,246,222,813,696,19,18,22,21,22,262,58,31,144,169,244,55,21,138,170,2071,2533,2092,2479,2205,872,586,181,3702,2005,775,236,151,2659,3363,425,72,224,2451,3288,42,23,15,152,191,88,37,24,323,327,46,14,9,171,136
1076517880,120,21,147,20,49,7,,8,,7,28,0,19,0,3,38,1,24,1,5,2481,2285,2431,2314,2536,137,13,1907,15,8,173,11,489,7,21,144,9,227,4,5,9,1,33,1,2,16,1,76,1,2,7,0,43,0,0
1076517887,999,345,333,651,95,22,21,18,24,14,59,91,8,157,10,51,83,6,131,6,2404,2071,2517,2092,2147,362,181,79,2009,25,168,149,42,1731,6,156,75,29,2288,22,9,13,4,111,0,27,23,7,204,2,18,10,3,93,2
1076517889,265,89,114,135,101,19,10,3,10,5,104,42,13,74,37,107,27,12,71,26,2362,2529,2479,2372,2404,622,201,279,3187,366,417,177,182,1224,277,950,233,162,397,131,22,9,20,99,10,54,20,29,195,31,32,11,9,96,21
1076517957,528,521,593,34,836,21,22,17,20,14,83,54,121,45,246,84,44,107,45,242,2529,2073,2491,2249,2512,1358,20091,9855,16,529,1351,9755,3465,8,488,1933,8589,1614,9,248,81,692,295,0,42,158,1491,643,1,64,77,799,348,1,22
1076518008,237,58,271,191,181,12,11,9,7,14,10,29,3,19,56,4,31,2,17,59,2509,2073,2147,2303,2438,247,156,2554,163,0,309,82,2726,107,0,370,66,3406,24,0,15,3,153,5,0,33,11,307,12,0,18,8,154,7,0
1076518040,347,999,167,548,634,23,24,17,22,24,37,46,48,175,58,35,42,26,171,46,2495,2071,2528,2372,2536,797,0,46,858,0,698,0,48,306,0,997,0,19,166,0,33,0,4,24,0,91,0,6,49,0,58,0,2,25,0
1076518054,424,836,577,285,112,18,21,11,16,14,191,258,184,220,63,197,239,184,217,52,2529,2372,2348,2479,2205,807,0,3584,1610,331,625,0,2081,704,613,1071,0,1467,870,770,36,0,178,59,26,88,0,321,126,54,52,0,143,67,28
1076518109,570,92,226,243,80,20,15,23,22,10,114,17,33,40,21,108,7,19,26,12,2073,2491,2281,2417,2512,1463,549,1993,465,63,619,190,2437,447,36,610,179,3560,527,24,43,14,93,31,3,98,34,238,51,6,55,20,145,20,3
1076518118,811,351,223,691,450,21,20,14,17,18,74,74,84,50,131,63,58,85,75,124,2071,2205,2404,2338,2438,360,148,9913,49,1701,167,114,6922,61,1587,168,203,5626,70,2210,15,7,442,3,127,31,19,928,6,205,16,12,486,3,78
1076518195,438,321,29,73,80,9,4,1,5,3,159,16,2,62,102,158,22,12,67,141,2314,2267,2477,2479,2472,0,317,9,302,146,0,114,16,246,77,0,31,1,151,197,0,13,2,22,13,0,22,2,34,25,0,9,0,12,12
1076518225,60,453,633,481,38,23,24,22,21,,133,177,122,85,1,105,161,120,63,1,2509,2529,2071,2477,2372,509,4609,1072,95,0,357,2997,472,102,7,677,5651,514,74,0,24,206,41,5,1,64,445,93,11,1,40,239,52,6,0
1076518226,582,533,762,320,483,26,16,15,13,17,85,133,93,111,108,77,139,104,108,108,2495,2404,2372,2092,2420,416,1281,2711,331,3337,380,946,628,259,4199,621,680,499,365,5313,27,52,76,13,174,51,113,154,31,388,24,61,78,18,214
1076518323,111,41,64,41,48,8,13,9,4,11,11,13,13,9,8,16,12,11,11,10,2417,2493,2372,2149,2512,899,761,196,26,39,734,651,102,20,24,1018,1011,47,12,30,41,28,9,1,3,82,70,12,2,4,41,42,3,1,1
1076518327,93,818,150,622,383,19,17,15,15,18,56,57,167,29,84,54,53,147,19,72,2348,2057,2477,2249,2491,1630,805,164,638,0,1262,675,147,353,0,762,1140,124,806,0,72,40,10,25,0,148,83,17,62,0,76,43,7,37,0
1076518337,350,148,232,386,587,13,10,10,11,18,31,87,2,138,39,29,89,3,137,36,2491,2348,2314,2512,2205,168,403,14,10078,737,105,314,13,6700,860,52,171,25,4721,1378,9,11,0,423,47,12,40,2,883,94,3,29,2,460,47
1076518366,400,695,385,413,91,15,20,19,13,12,65,338,28,103,16,47,332,27,102,8,2314,2205,2073,2491,2404,344,1992,1831,2022,112,220,2859,967,784,70,308,3418,751,552,74,12,144,65,51,5,26,259,139,128,10,14,115,74,77,5
1076518367,40,29,40,65,32,,,11,12,12,1,1,5,68,8,2,2,7,71,9,2404,2322,2517,2205,2314,1,0,56,591,1,9,6,56,807,10,0,0,16,1264,0,1,1,4,50,1,1,1,5,91,1,0,0,1,41,0
1076518369,310,817,319,932,114,19,24,13,19,15,146,254,137,356,54,137,232,140,357,46,2479,2303,2348,2509,2495,1489,228,1594,1816,7,778,81,1158,1287,9,966,27,752,2627,7,68,4,54,104,1,133,13,137,220,1,65,9,83,116,0
1076518387,573,849,482,516,621,25,24,20,20,20,190,84,370,130,93,189,70,357,128,84,2205,2092,2071,2533,2404,3182,2318,401,333,1332,3291,1752,255,158,749,4967,2423,162,58,709,195,113,21,10,50,370,218,40,18,104,175,105,19,8,54
1076518405,40,99,17,25,108,9,17,,7,19,7,235,2,7,151,6,205,2,6,127,2149,2509,2372,2056,2338,1,360,4,14,0,6,266,4,13,0,3,475,2,7,0,1,22,1,2,0,1,43,1,3,0,0,21,0,1,0
1076518413,99,135,67,272,178,6,9,,13,7,7,37,0,115,46,18,34,1,112,49,2348,2147,2372,2314,2404,65,214,163,610,348,78,236,130,441,147,15,244,43,658,147,8,15,7,24,12,9,27,14,54,28,1,12,7,30,16
1076518524,32,711,139,167,563,22,22,18,18,15,44,178,3,3,72,34,164,3,3,82,2372,2417,2348,2472,2288,89,4079,8,3,0,28,3987,16,22,0,8,5171,1,8,0,3,227,1,1,0,6,434,1,1,0,3,207,0,0,0
1076518549,70,383,297,76,209,8,14,8,13,15,2,222,112,40,247,4,207,111,36,219,2071,2372,2314,2438,2338,0,14769,1556,13,95,0,4291,1215,12,121,0,1492,1297,23,149,0,455,57,0,3,0,866,130,1,14,0,411,73,1,11
1076518578,34,354,193,828,469,16,17,12,15,13,23,103,197,37,214,14,92,201,34,206,2417,2495,2348,2372,2404,255,2446,767,0,421,163,2218,597,0,306,388,3239,354,0,213,6,114,34,0,15,22,254,69,0,39,16,140,35,0,24
1076518585,265,73,299,173,72,8,8,12,,11,8,3,104,1,2,10,6,123,3,5,2073,2480,2479,2267,2338,14,0,743,1051,12,4,0,412,324,6,6,0,405,147,6,0,0,38,32,0,1,0,62,60,1,1,0,24,28,1
1076518608,141,208,299,449,105,11,11,13,14,9,41,29,24,110,56,38,22,23,112,76,2057,2348,2372,2281,2071,67,0,901,1852,190,136,0,229,1614,182,126,0,88,1953,86,6,0,20,70,11,9,0,52,174,22,3,0,32,104,11
1076518618,29,28,18,33,24,14,10,9,11,9,20,3,2,10,9,12,3,3,10,11,2348,2533,2314,2057,2149,269,496,9,32,5,101,145,10,24,15,151,77,6,45,2,5,12,1,1,1,19,24,1,4,1,14,12,0,3,0
1076518649,323,601,195,200,58,20,19,12,18,15,60,71,11,120,4,68,63,9,119,2,2314,2517,2512,2480,2477,75,12456,108,195,21,44,5220,67,134,26,63,3309,71,155,16,3,311,7,14,1,6,789,9,22,4,3,478,2,8,3
1076518665,416,589,706,407,125,19,13,13,14,9,180,18,71,63,12,167,30,79,52,14,2205,2491,2348,2285,2288,369,65,1401,1051,73,428,32,632,727,103,642,25,552,965,61,24,3,55,41,8,51,4,104,92,10,27,1,49,51,2
1076518713,38,45,58,203,204,11,3,6,10,11,66,1,81,23,86,53,6,81,30,102,2092,2149,2288,2303,2536,38,4,191,117,215,37,8,240,39,214,49,3,114,13,338,4,1,16,6,12,6,1,27,8,24,2,0,11,2,12
1076518735,387,68,140,105,270,19,17,17,17,12,54,113,42,48,35,61,111,26,28,40,2254,2288,2348,2338,2285,5383,434,354,432,55,1152,310,152,409,53,834,348,65,936,37,112,18,8,14,6,222,43,25,51,7,110,25,17,37,1
1076518745,530,111,828,342,289,20,13,12,15,18,95,82,391,37,45,78,65,391,41,35,2094,2348,2254,2491,2071,4273,472,700,1191,258,3760,275,205,501,197,5555,211,80,345,102,198,19,12,37,15,435,43,28,75,27,237,24,16,38,12
1076518811,993,999,795,285,406,20,24,21,24,24,6,458,22,72,188,2,445,16,49,185,2348,2056,2479,2092,2147,804,995,2217,649,0,481,375,1162,389,0,463,588,1445,756,0,42,31,92,22,0,72,72,181,66,0,30,41,89,44,0
1076518812,999,571,810,999,818,25,19,23,20,19,218,125,205,121,397,219,116,199,115,389,2420,2348,2417,2303,2404,1147,687,544,3852,0,1300,478,484,1793,0,1576,339,557,679,0,67,35,36,129,0,128,65,57,234,0,61,30,21,105,0
1076518851,382,117,659,64,16,24,19,23,17,17,129,52,171,121,4,145,36,177,89,1,2281,2479,2254,2533,2147,2389,562,2653,615,10,2649,298,621,153,3,3982,384,556,96,4,100,24,51,7,0,260,47,123,28,1,160,23,72,21,1
1076518852,999,908,226,370,622,20,26,20,23,17,68,250,5,232,216,55,233,1,214,200,2303,2491,2417,2071,2348,533,3672,0,462,1953,210,1259,0,262,1139,58,1263,0,140,637,19,103,0,27,78,33,217,0,43,152,14,114,0,16,74
1076518857,56,71,55,120,59,14,13,10,7,17,80,133,68,142,78,66,115,56,134,65,2495,2092,2348,2372,2491,590,149,144,682,311,638,122,72,401,128,738,221,44,26,109,33,6,3,27,8,72,16,11,48,19,39,10,8,21,11
1076518870,328,998,49,42,335,18,15,15,19,13,26,131,30,73,80,25,124,26,56,82,2267,2307,2092,2338,2348,4821,734,96,79,3036,1393,813,74,50,1707,967,902,114,78,1302,107,50,6,3,101,253,95,9,7,249,146,45,3,4,148
1076518881,46,44,60,42,50,8,10,4,7,8,17,41,58,2,17,17,48,79,3,17,2314,2431,2479,2205,2491,185,661,337,26,8,102,158,191,23,5,156,297,154,46,3,3,18,18,2,1,13,33,33,4,1,10,15,15,2,0
1076518899,541,747,70,36,156,18,20,10,,14,305,110,8,1,51,289,97,6,0,54,2277,2477,2528,2372,2205,1259,1089,32,16,68,1331,1051,24,7,131,1650,936,17,1,129,64,72,1,0,9,141,149,3,1,13,77,77,2,1,4
